,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
1259,Austria,1979,0.353567512,0.289,0.256,0,7.407,56.356,57.03017292,..,33.6633078,8.762515958,..,14.30106818
1260,Belgium,1979,1.125122017,0.575,0.51,7.797460074,13.47,64.485,133.6172814,..,70.3602268,20.68175815,..,42.56939468
1261,Czech Republic,1979,0.818163602,1.805,0.949,0,17.327,88.039,181.7916096,..,31.39503686,4.907243466,..,145.4893293
1262,Denmark,1979,1.823183892,0.382,0.415,1.355026473,12.325,73.244,63.71181946,324.3252797,46.10697278,0.001061281,64.03614474,17.27158434
1263,Estonia,1979,..,..,..,..,..,..,..,38.586075,..,..,0.038586075,..
1264,Finland,1979,0.424281135,0.496,0.5,1.752508742,11.358,54.657,55.08026502,..,35.17235517,1.908139608,..,17.46276375
1265,France,1979,6.287352524,0.371,0.333,15.3817496,8.648,59.038,482.6638314,2188.298325,308.193277,43.79153511,484.8521297,127.795157
1266,Germany,1979,9.149788838,0.597,0.515,10.82717457,14.072,71.711,1111.948885,5170.446775,433.4490546,112.3188337,1117.119331,561.7800122
1267,Greece,1979,2.48419605,0.306,0.206,3.087127304,4.653,70.264,45.43579295,..,31.54501771,0,..,13.72701794
1268,Hungary,1979,0.384312591,1.057,0.502,0,7.795,70.521,84.68331209,..,31.11594711,14.87314048,..,38.50831993
1269,Iceland,1979,0.119905629,0.282,0.303,0,8.084,29.669,1.845454035,..,1.786628209,0,..,0.058825826
1270,Ireland,1979,0.814742502,0.458,0.411,0.156498234,8.032,75.571,27.66896619,..,17.6528979,1.08715139,..,8.928916904
1271,Italy,1979,3.938434643,0.291,0.238,16.11926909,6.284,64.142,357.1234794,2689.972575,270.1089165,46.97740369,359.8134519,39.81717992
1272,Latvia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1273,Lithuania,1979,..,..,..,..,..,..,..,..,..,..,..,..
1274,Luxembourg,1979,0.202917103,0.891,0.871,0,36.536,83.472,13.34152034,..,3.751466705,1.108133033,..,8.44531192
1275,Netherlands,1979,2.849658351,0.421,0.378,31.03116513,10.914,53.514,154.2312939,334.6501418,67.54830561,73.91499112,154.5659441,12.74808588
1276,Norway,1979,0.657943018,0.183,0.226,1.132704255,7.071,37.81,29.25568738,778.5063183,23.21204639,1.529420885,30.0341937,4.367370253
1277,Poland,1979,0.753456055,1.95,0.913,2.240029688,11.519,77.185,412.5739288,1091.51835,42.85682042,14.99443838,413.6654472,352.3819045
1278,Portugal,1979,0.952450058,0.23,0.149,1.608402092,2.244,54.214,22.25093363,..,20.36322346,0,..,1.740188046
1279,Slovak Republic,1979,0,0.979,0.533,0,10.438,62.827,51.93530905,..,17.19750877,7.439281506,..,27.26841095
1280,Slovenia,1979,..,..,..,..,..,..,..,0,..,..,..,..
1281,Spain,1979,2.960748828,0.328,0.242,5.655281339,4.651,63.457,176.4403904,..,131.967404,2.972023907,..,41.49696983
1282,Sweden,1979,0.547260852,0.36,0.378,2.765390365,9.658,44.114,81.40492413,14.850755,74.94050471,0,81.41977489,5.936115311
1283,Switzerland,1979,2.053766139,0.107,0.137,0,6.086,48.214,39.21087218,..,36.46545191,1.659955296,..,0.997131064
1284,Republic of Türkiye,1979,0.175246412,0.335,0.143,0.006192106,1.552,53.341,71.40744959,..,42.66747015,0,..,25.92253716
1285,United Kingdom,1979,8.93757707,0.427,0.451,8.323403404,11.08,68.566,630.4890398,21443.66675,239.7566442,92.02037849,651.9327065,298.7120171
1286,Albania,1979,0,1.426,0.483,0,2.557,70.678,6.907178656,..,3.223434619,0.733852993,..,2.813365817
1287,Armenia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1288,Azerbaijan,1979,..,..,..,..,..,..,..,44671.6118,..,..,44.6716118,..
1289,Belarus,1979,..,..,..,..,..,..,..,..,..,..,..,..
1290,Bosnia and Herzegovina,1979,..,..,..,..,..,..,..,..,..,..,..,..
1291,Bulgaria,1979,0.92234998,1.869,0.719,0,9.319,72.306,83.13702944,..,39.97256899,5.88462501,..,37.2058839
1292,Croatia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1293,Cyprus,1979,0.230593043,0.481,0.354,0.053238539,4.848,70.606,2.451324813,..,2.450335625,0,..,0
1294,Georgia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1295,Gibraltar,1979,0.01537254,0.14,0.172,4.287892299,2.681,54.15,0.078699317,..,0.078699317,0,..,0
1296,Kazakhstan,1979,..,..,..,..,..,..,..,17108.9443,..,..,17.1089443,..
1297,Kosovo,1979,..,..,..,..,..,..,..,..,..,..,..,..
1298,Kyrgyzstan,1979,..,..,..,..,..,..,..,..,..,..,..,..
1299,Malta,1979,0.184469876,0.378,0.252,0.109573442,2.85,74.93,0.900261301,..,0.900261301,0,..,0
1300,Republic of Moldova,1979,..,..,..,..,..,..,..,..,..,..,..,..
1301,Montenegro,1979,..,..,..,..,..,..,..,..,..,..,..,..
1302,Republic of North Macedonia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1303,Romania,1979,0.046199914,1.604,0.666,0,8.092,67.042,180.0697925,12283.3582,56.3664932,73.30677823,192.3531507,50.04697228
1304,Russian Federation,1979,..,..,..,..,..,..,..,319430.093,..,..,319.430093,..
1305,Serbia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1306,Tajikistan,1979,..,..,..,..,..,..,..,..,..,..,..,..
1307,Turkmenistan,1979,..,..,..,..,..,..,..,47594.80158,..,..,47.59480158,..
1308,Ukraine,1979,..,..,..,..,..,..,..,3245.212,..,..,3.245212,..
1309,Uzbekistan,1979,..,..,..,..,..,..,..,8358.74535,..,..,8.35874535,..
1310,Former Soviet Union (if no detail),1979,70.09860088,2.064,0.743,15.17040138,10.845,62.333,2858.301522,..,1092.297803,637.1545824,..,1126.202973
1311,Former Yugoslavia (if no detail),1979,0.950042237,0.794,0.348,0,3.995,62.221,88.53275329,..,40.74912312,3.788829341,..,43.88635232
1312,Algeria,1979,1.115956373,0.445,0.155,1.526154525,1.485,58.572,27.19719296,63951.5046,13.69719129,13.0994017,91.14869755,0.397827219
1313,Angola,1979,0.264678778,0.067,0.038,0.702794558,0.316,13.545,3.44521674,6030.22881,2.429321237,0.139387378,9.47544555,0
1314,Benin,1979,0.031888919,0.12,0.045,0,0.102,6.919,0.630594483,0.1597691,0.38935289,0,0.6307542521,0
1315,Botswana,1979,0.003189042,0.64,0.28,0,1.333,52.909,1.27793003,0,0.406412554,0,1.27793003,0.7970705
1316,Cameroon,1979,0.210467465,0.135,0.055,0.131452779,0.187,10.422,2.561594098,1054.372286,1.571998668,0,3.615966384,0
1317,Congo,1979,0.102044841,0.244,0.129,0,0.366,26.093,0.761250953,2061.992739,0.663745385,0.000151645,2.823243692,0
1318,Côte d'Ivoire,1979,0.239167642,0.15,0.064,1.005858011,0.457,24.795,4.156619717,1.9233725,3.704325051,0,4.15854309,0
1319,Dem. Rep. of Congo,1979,0.28333605,0.136,0.075,0.093344351,0.124,9.11,5.25441461,575.0024313,2.463994772,0,5.829417041,0.773277458
1320,Egypt,1979,0.358927186,0.569,0.17,2.562405123,0.853,56.583,36.89939665,10873.77022,32.68145616,1.250393388,47.77316686,2.705094653
1321,Equatorial Guinea,1979,..,..,..,..,..,..,..,0,..,..,..,..
1322,Eritrea,1979,..,..,..,..,..,..,..,0,..,..,..,..
1323,Kingdom of Eswatini,1979,0.003189042,0.642,0.268,0,0.964,15.665,0.788906318,0,0.285483439,0,0.788906318,0.286079832
1324,Ethiopia,1979,0.248469418,0.133,0.05,0.0093345,0.038,2.504,5.440760233,0.748428,1.341517852,0,5.441508661,0
1325,Gabon,1979,0.066649594,0.196,0.098,0.194367241,1.825,23.313,1.51868906,9607.065371,1.340445845,0,11.12575443,0
1326,Ghana,1979,0.124367234,0.218,0.074,0.096255956,0.192,13.523,2.978326742,0.874814,2.25266047,0,2.979201556,0
1327,Kenya,1979,1.052337028,0.213,0.085,0.813831315,0.263,13.702,5.335183482,2.2656775,4.132780607,0,5.33744916,0.039338766
1328,Libya,1979,0.78765825,0.157,0.056,0.012445784,5.27,51.13,15.02710746,70080.06484,10.79289757,4.188698578,85.1071723,0
1329,Madagascar,1979,0.018446928,0.14,0.042,0.050761501,0.098,12.737,1.295252431,0,0.866509752,0,1.295252431,0
1330,Mauritius,1979,0.140311544,0.244,0.117,0.175013347,0.639,32.608,0.637447125,..,0.612084293,0,..,0
1331,Morocco,1979,0.793983205,0.479,0.196,0.186003807,0.696,59.842,13.72486438,29.96641,11.85173408,0.14868664,13.75483079,1.447996916
1332,Mozambique,1979,0.095667057,0.711,0.325,0.205642915,0.17,6.924,3.401512512,38.2987675,1.362618503,0,3.43981128,0.547848066
1333,Namibia,1979,..,..,..,..,..,..,..,0,..,..,..,..
1334,Niger,1979,0.047833528,0.097,0.041,0,0.064,9.407,0.686443524,0,0.390194078,0,0.686443524,0
1335,Nigeria,1979,0.982181106,0.153,0.077,0.205157699,0.298,10.798,34.74008832,138061.6342,18.61986413,2.290239687,172.8017225,0.531874907
1336,Rwanda,1979,0.015377928,0.067,0.028,0,0.026,0.62,0.898257717,0,0.133959176,0,0.898257717,0
1337,Senegal,1979,0.395211874,0.341,0.14,0.94314908,0.351,30.619,2.148864063,1.1072725,1.977448477,0,2.149971336,0
1338,South Africa,1979,0.878073463,1.33,0.607,4.064334002,6.926,77.575,202.5370866,13888.53458,33.85500391,0,216.4256212,167.0040126
1339,South Sudan,1979,..,..,..,..,..,..,..,0,..,..,..,..
1340,Sudan,1979,0.168694435,0.117,0.057,0.012834086,0.157,9.507,4.135696098,1.7472145,3.192675095,0,4.137443313,0
1341,United Rep. of Tanzania,1979,0.200583354,0.17,0.069,0.108901743,0.082,6.376,2.932209179,0.8136698,1.542918563,0,2.933022849,0.002458573
1342,Togo,1979,0,0.181,0.074,0,0.15,11.156,0.570417066,0.1802113,0.422095523,0,0.5705972773,0
1343,Tunisia,1979,0.813169386,0.645,0.244,0.003111608,1.141,58.261,7.521308276,3627.205163,6.172349069,0.768298558,11.14851344,0.442741049
1344,Uganda,1979,0.003189042,0.411,0.143,0,0.055,3.133,2.113781853,0,0.724949414,0,2.113781853,0
1345,Zambia,1979,0.207225595,0.524,0.204,0,0.584,17.46,3.939983907,..,2.008464683,0,..,1.269596658
1346,Zimbabwe,1979,0.184638745,1.126,0.607,0,1.055,27.331,8.433495922,..,1.565316125,0,..,5.591059442
1347,Other Africa,1979,0.58675761,0.25,0.104,1.804029169,0.157,9.66,14.47730747,..,8.283439873,0,..,0.086917972
1348,Bangladesh,1979,0.114694744,0.131,0.046,0.085562736,0.07,17.291,7.751252352,215.6553775,4.191887248,1.183523736,7.96690773,0.370918574
1349,Brunei Darussalam,1979,0.047833528,0.167,0.083,0.003111608,10.792,45.706,1.974529015,4907.872498,0.291290413,1.681746541,6.882401513,0
1350,Cambodia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1351,DPR of Korea,1979,0,4.779,1.323,0,5.726,84.673,102.5560492,..,7.52664168,0,..,94.9193748
1352,India,1979,2.553671236,1.054,0.316,0.671479461,0.368,35.363,279.7811763,15907.9055,77.63871923,1.83777775,295.6890818,173.8654974
1353,Indonesia,1979,0.615457787,0.473,0.154,0.728177518,0.41,26.503,70.37768174,43135.1866,55.34219761,4.114507138,113.5128683,0.501652325
1354,Lao People's Democratic Republic,1979,..,..,..,..,..,..,..,..,..,..,..,..
1355,Malaysia,1979,0.618329243,0.558,0.224,0.227820733,1.689,45.211,22.16654156,8373.713363,21.6904538,0.134164196,30.54025492,0.130793939
1356,Mongolia,1979,..,..,..,..,..,..,..,..,..,..,..,..
1357,Myanmar,1979,0.03183609,0.736,0.202,0,0.145,12.414,7.24199935,..,3.740974259,0.490064491,..,0.587682884
1358,Nepal,1979,0.038266703,0.089,0.026,0,0.03,2.44,2.012753233,..,0.285920594,0,..,0.172364652
1359,Pakistan,1979,1.618882706,0.441,0.135,0.617016288,0.297,23.201,27.65206576,1797.385155,12.04970509,8.712243849,29.44945092,2.439024503
1360,Philippines,1979,1.025358149,0.399,0.166,0.631559754,0.728,39.341,37.15667664,409.0811725,34.20513039,0,37.56575781,0.478823116
1361,Singapore,1979,2.684789132,0.414,0.265,15.90353619,5.316,59.6,12.77536227,..,12.66419166,0.105074168,..,0.003036851
1362,Sri Lanka,1979,0.003135913,0.274,0.091,1.201310788,0.245,19.301,4.669653652,..,3.674930877,0,..,0.006074152
1363,Chinese Taipei,1979,1.635571017,0.953,0.462,0.631414202,3.632,60.193,64.44087441,..,50.82014696,2.063468462,..,11.55725898
1364,Thailand,1979,2.018044617,0.511,0.189,0.428937203,0.722,34.935,34.45473576,20.7703975,30.89273775,0,34.47550616,1.757814069
1365,Viet Nam,1979,0,0.583,0.199,0,0.274,24.619,17.15818961,1519.097505,3.25310228,0,18.67728712,11.15388673
1366,Other Asia,1979,0.312512306,0.424,0.228,0.461354825,0.522,50.011,16.7768004,..,8.270830922,0.403935958,..,7.13457723
1367,People's Rep. of China,1979,0,3.533,2.196,3.25460812,1.441,55.588,1491.881928,81921.04693,264.3642584,28.53553182,1573.802975,1134.305287
1368,"Hong Kong, China",1979,2.206718897,0.249,0.187,3.046963432,2.914,76.011,14.46422758,..,14.18729086,0.152730506,..,0.121105812
1369,"China (incl. Hong Kong, China)",1979,2.206718897,3.114,1.98,6.301571552,1.448,55.741,1506.346155,81921.04693,278.5515493,28.68826232,1588.267202,1134.426393
1370,Argentina,1979,1.154381869,0.307,0.228,1.280741693,3.472,56.385,96.90265839,25770.2473,73.95359356,19.19147571,122.6729057,3.555219774
1371,Bolivia,1979,0,0.58,0.247,0,0.72,46.63,4.18909254,9712.992855,3.621199856,0.487502336,13.9020854,0
1372,Brazil,1979,0.588114292,0.261,0.156,1.380074579,1.421,36.225,180.8832325,3603.0251,156.822141,1.466992235,184.4862576,13.68436331
1373,Cuba,1979,0.753747157,0.799,0.257,0,3.037,48.735,30.23838203,69.1612775,29.46091166,0.12619258,30.3075433,0.330800567
1374,Curaçao,1979,0.162580809,5.602,4.455,7.327100335,53.69,58.615,9.241119677,..,9.241119677,0,..,0
1375,Dominican Republic,1979,0.156256153,0.42,0.197,0,1.093,42.32,6.448533761,..,6.221891647,0,..,0
1376,Ecuador,1979,0.424123673,0.29,0.161,0.30317207,1.224,50.855,10.12794608,3987.68708,9.825655304,0,14.11563316,0
1377,El Salvador,1979,0.079722448,0.13,0.064,0,0.437,16.635,2.480283423,..,1.964120608,0,..,0.003036851
1378,Guatemala,1979,0.174913426,0.186,0.091,0.37783019,0.627,24.519,5.11415866,..,4.265081542,0,..,0
1379,Guyana,1979,0.012755568,0.689,0.343,0,2.17,42.573,1.753868802,0,1.691154415,0,1.753868802,0
1380,Haiti,1979,0.057400055,0.066,0.03,0,0.118,6.99,1.151539714,..,0.66189279,0,..,0
1381,Honduras,1979,0.057400055,0.26,0.124,0,0.46,22.381,2.079572921,..,1.702772563,0,..,0.002860271
1382,Jamaica,1979,0.350779009,0.745,0.416,0.17113131,3.256,67.123,6.937240983,..,6.904824349,0,..,0
1383,Nicaragua,1979,0.041455745,0.273,0.106,0,0.487,26.417,1.830714299,..,1.589228634,0,..,0
1384,Panama,1979,0.503846121,0.323,0.174,3.748648156,1.607,42.323,3.225651517,..,3.110246337,0,..,0
1385,Paraguay,1979,0.065180054,0.125,0.059,0,0.449,16.668,1.73135169,0.5647823,1.368889717,0,1.731916472,0
1386,Peru,1979,0.77171394,0.292,0.157,0.096455959,1.125,43.498,20.46990539,4837.350978,17.8282417,1.025705828,25.30725637,0.547485762
1387,Suriname,1979,..,..,..,..,..,..,..,..,..,..,..,..
1388,Trinidad and Tobago,1979,0.124367234,0.645,0.429,2.578816736,5.322,38.889,5.968694879,17027.74172,2.715031437,3.247050219,22.99643659,0
1389,Uruguay,1979,0,0.225,0.174,0.253016039,1.958,51.962,5.950933684,1.53242,5.791734008,0,5.952466104,0.025538493
1390,Venezuela,1979,1.568744711,0.186,0.184,3.337178407,5.163,63.764,77.43866507,161730.0217,50.90333957,25.74365317,239.1686867,0.701161499
1391,Other Non-OECD Americas,1979,0.848247346,0.135,0.118,2.380064377,1.802,43.558,8.753518644,..,8.605449873,0.023096735,..,0.095571604
1392,Bahrain,1979,1.521105188,1.028,0.511,0.214971563,20.569,56.408,7.159650576,5737.777629,1.563532657,5.59611792,12.89742821,0
1393,Islamic Rep. of Iran,1979,3.064532769,0.487,0.18,1.521513763,2.574,61.448,96.68450302,112508.3225,85.14273216,9.632902623,209.1928255,1.888886992
1394,Iraq,1979,1.045906116,1.77,0.85,0.373377728,2.005,59.836,26.79927645,66133.04645,22.51432136,4.282702176,92.9323229,0
1395,Jordan,1979,0.491090553,0.404,0.178,0,1.62,66.325,3.512316686,3.32714,3.512064602,0,3.515643826,0
1396,Kuwait,1979,1.128817605,0.447,0.282,6.997106904,18.098,57.245,25.75066886,29528.59036,9.146451649,16.60356449,55.27925922,0
1397,Lebanon,1979,0.322547781,0.279,0.142,0.031114784,2.171,64.576,6.40866247,3.14642,6.352354274,0,6.41180889,0.017643728
1398,Oman,1979,0.388992883,0.16,0.082,1.978901342,1.962,53.511,1.913868705,3200.429499,1.325540381,0.588328325,5.114298204,0
1399,Qatar,1979,0.239167642,0.272,0.184,0,23.886,52.632,6.240267947,10637.82548,1.22574896,5.014208068,16.87809343,0
1400,Saudi Arabia,1979,3.109177555,0.226,0.096,19.56565672,7.606,78.341,74.3040508,159032.4172,61.5234193,12.77997878,233.336468,0
1401,Syrian Arab Republic ,1979,0.714154794,1.204,1.402,1.767900013,1.551,58.477,13.46977014,14570.68316,13.38799619,0.070249604,28.0404533,0.011217054
1402,United Arab Emirates,1979,0.621729907,0.172,0.103,0,15.968,62.169,14.59869304,52848.46028,6.004986979,8.593706058,67.44715332,0
1403,Yemen,1979,0.216739585,0.194,0.12,2.156626291,0.296,64.352,2.686912768,3.130535,2.681416574,0,2.690043303,0
1404,Canada,1980,1.361660293,0.624,0.609,4.758193422,17.224,52.539,428.6549595,23767.7296,248.2648175,96.71004747,452.4226891,82.51820985
1405,Chile,1980,0.548120493,0.391,0.234,0.273810161,1.916,53.937,22.11658102,376.64623,15.32984885,1.423419181,22.49322725,4.870104167
1406,Colombia,1980,1.322907435,0.404,0.188,0.313013249,1.293,46.937,36.77786466,3912.859422,20.61359591,5.735515288,40.69072408,8.94630551
1407,Costa Rica,1980,0,0.145,0.099,0.127570743,0.93,41.071,2.257048391,..,2.192586687,0,..,0.002458573
1408,Mexico,1980,4.276314992,0.398,0.209,1.011231117,2.906,51.375,209.0857365,40261.6542,159.1564862,40.49705388,249.3473907,7.364913219
1409,United States,1980,20.02948089,0.649,0.649,90.14347049,20.181,60.82,4652.909279,257281.5878,2118.708175,1087.211202,4910.190867,1441.251633
1410,Australia,1980,2.427675205,0.503,0.557,3.715797795,13.962,70.937,209.6949007,10544.06507,85.48969202,16.31051036,220.2389658,107.146948
1411,Israel,1980,2.229647822,0.258,0.26,0,4.861,57.559,19.01944667,16.4244525,19.01353,0.002126343,19.03587113,0.002860271
1412,Japan,1980,3.961278813,0.385,0.329,39.39446498,7.437,60.356,877.3174193,4839.9068,626.6777794,51.56542299,882.1573261,199.074217
1413,Korea,1980,0.833618408,0.812,0.616,0.31470744,3.295,72.712,128.9559905,15413.70622,75.60347149,0,144.3696967,53.35251902
1414,New Zealand,1980,0.575896668,0.227,0.234,1.189434643,5.24,43.797,16.82504977,199.5126775,10.91854737,1.857067559,17.02456244,3.974686404
1415,Austria,1980,0.38738698,0.276,0.245,0,7.2,56.067,55.46562347,..,32.36330774,8.28528893,..,14.48414176
1416,Belgium,1980,1.235997682,0.522,0.463,7.635809076,12.767,64.119,126.7320986,..,64.72538666,19.65875905,..,42.34328623
1417,Czech Republic,1980,0.858203645,1.709,0.899,0,16.632,87.376,174.5980957,..,30.42193059,5.652638022,..,138.5235271
1418,Denmark,1980,1.611038077,0.384,0.417,1.341141308,12.307,78.712,63.7411861,237.2189775,39.0260293,0.000960185,63.97840508,24.33877726
1419,Estonia,1980,..,..,..,..,..,..,..,39.9337,..,..,0.0399337,..
1420,Finland,1980,0.46117499,0.477,0.481,1.858502917,11.478,53.272,55.84115203,..,33.32042949,1.725306574,..,20.24834818
1421,France,1980,5.672452437,0.35,0.314,12.72454065,8.253,56.695,462.7556494,2275.388425,288.8642457,44.27172274,465.0310378,127.0487402
1422,Germany,1980,8.30115012,0.561,0.484,11.22580453,13.386,70.088,1061.114764,4951.330575,377.2622078,111.7536968,1066.066095,567.7028975
1423,Greece,1980,2.253608555,0.306,0.206,2.65927281,4.637,72.019,45.72704665,..,32.26772888,0,..,13.29556048
1424,Hungary,1980,0.365865364,1.046,0.496,0,7.716,69.608,83.9049613,..,29.42267664,16.26460837,..,38.04189564
1425,Iceland,1980,0.086085862,0.254,0.273,0,7.662,27.875,1.765130158,..,1.689993587,0,..,0.075136573
1426,Ireland,1980,0.605676623,0.426,0.382,0.23741894,7.614,75.1,26.46396903,..,16.25885781,1.725816532,..,8.479294687
1427,Italy,1980,4.193618141,0.283,0.231,13.29685491,6.297,64.867,358.6055391,2652.899025,267.1928714,46.46433116,361.2584382,44.69840433
1428,Latvia,1980,..,..,..,..,..,..,..,..,..,..,..,..
1429,Lithuania,1980,..,..,..,..,..,..,..,..,..,..,..,..
1430,Luxembourg,1980,0.19369364,0.83,0.811,0,34.204,83.543,12.53030552,..,3.064732336,0.998164914,..,8.425445091
1431,Netherlands,1980,2.751145336,0.394,0.354,29.79444244,10.279,53.954,146.4691412,322.4755345,64.71099519,67.2461732,146.7916167,14.493516
1432,Norway,1980,0.676389945,0.166,0.204,0.885346774,6.666,35.448,27.69073579,1271.320879,21.4689838,2.043001502,28.96205667,4.017836233
1433,Poland,1980,0.682731637,2.125,0.995,2.240029688,11.693,78.47,422.8452146,1026.976203,42.36726438,15.26643354,423.8721908,362.7027861
1434,Portugal,1980,0.890637698,0.239,0.155,1.356863895,2.409,56.815,24.12824377,..,22.31767977,0,..,1.658913872
1435,Slovak Republic,1980,0,1.041,0.567,0,11.202,67.149,56.23132088,..,18.09161689,4.970513785,..,33.05435827
1436,Slovenia,1980,..,..,..,..,..,..,..,0,..,..,..,..
1437,Spain,1980,2.601026992,0.342,0.252,5.12616862,4.903,65.717,187.8989805,..,135.4009536,3.148474905,..,49.3279006
1438,Sweden,1980,0.494994457,0.323,0.339,2.692602888,8.799,43.139,74.4123655,13.375165,68.03724086,0,74.42574066,5.48241589
1439,Switzerland,1980,2.0383936,0.104,0.133,0,6.149,46.805,39.8453364,..,36.42713104,1.910860233,..,1.413196789
1440,Republic of Türkiye,1980,0.119905629,0.363,0.155,0,1.609,54.317,75.53063715,..,44.43087424,0,..,28.30432879
1441,United Kingdom,1980,8.676179699,0.399,0.422,7.652852212,10.129,68.675,577.4595961,16140.8207,209.0034418,93.0765337,593.6004168,275.3796206
